file,Essay Type,Country,Level,Temporal N,Temporal %,Contingency N,Contingency %,Comparison N,Comparison %,Expansion N,Expansion %,total lines
106i_AR_F_CHN_1_F_10566_PRD.txt.pipe,Jobs,6i_,_F_1,11,0.25,10,0.23,6,0.14,17,0.39,44
106i_AR_1_IND_1_M_10373_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.22,3,0.17,5,0.28,6,0.33,18
106i_AR_1_CHN_2_M_10984_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.23,10,0.33,10,0.33,3,0.1,30
105_AR_F_NAN_NA_NA_10559_NAU.txt.pipe,Jobs,5_A,_NA_,7,0.09,15,0.19,16,0.21,39,0.51,77
106i_AR_F_CHN_1_F_10787_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.11,3,0.08,10,0.28,19,0.53,36
106i_AR_1_CHN_1_F_10025_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.22,7,0.26,6,0.22,8,0.3,27
106i_AR_F_CHN_1_M_10113_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.14,14,0.4,9,0.26,7,0.2,35
106i_AR_F_MLY_1_M_11158_PRD.txt.pipe,Jobs,6i_,_M_1,10,0.31,7,0.22,5,0.16,10,0.31,32
106i_AR_F_CHN_1_M_10057_PRD.txt.pipe,Jobs,6i_,_M_1,14,0.33,9,0.21,9,0.21,11,0.26,43
106i_AR_1_CHN_1_F_10051_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,1,0.17,2,0.33,3,0.5,6
106i_AR_1_SAU_1_F_11120_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.15,10,0.3,7,0.21,11,0.33,33
106i_AR_1_IND_1_M_11125_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.18,4,0.24,3,0.18,7,0.41,17
105_AR_F_USA_NA_NA_10617_NAU.txt.pipe,Jobs,5_A,_NA_,13,0.24,15,0.28,11,0.2,15,0.28,54
105_AR_F_NAN_NA_NA_10602_NAU.txt.pipe,Jobs,5_A,_NA_,13,0.21,24,0.39,9,0.15,15,0.25,61
105_AR_F_USA_NA_NA_10773_NAU.txt.pipe,Jobs,5_A,_NA_,9,0.12,21,0.28,6,0.08,39,0.52,75
106i_AR_F_CHN_1_M_10565_PRD.txt.pipe,Jobs,6i_,_M_1,13,0.28,14,0.3,7,0.15,13,0.28,47
106i_AR_1_SDA_1_M_10076_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.21,8,0.29,4,0.14,10,0.36,28
106i_AR_F_CHN_1_M_10156_PRD.txt.pipe,Jobs,6i_,_M_1,10,0.22,14,0.3,12,0.26,10,0.22,46
106i_AR_F_KOR_1_M_10388_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.12,9,0.27,9,0.27,11,0.33,33
106i_AR_1_IDN_1_M_11048_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.22,5,0.19,7,0.26,9,0.33,27
106i_AR_1_CHN_1_F_10434_PRD.txt.pipe,Jobs,6i_,_F_1,10,0.31,1,0.03,6,0.19,15,0.47,32
106i_AR_F_CHN_1_F_10149_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.17,3,0.12,5,0.21,12,0.5,24
106i_AR_1_MYS_1_M_11052_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.25,8,0.4,1,0.05,6,0.3,20
106i_AR_F_CHN_1_M_10315_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.26,1,0.05,4,0.21,9,0.47,19
106i_AR_1_MYS_2_F_11055_PRD.txt.pipe,Jobs,6i_,_F_1,13,0.41,10,0.31,6,0.19,3,0.09,32
106i_AR_1_CHN_1_M_10497_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.13,14,0.47,3,0.1,9,0.3,30
106i_AR_1_CHN_1_M_10893_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.28,4,0.22,3,0.17,6,0.33,18
106i_AR_1_CHN_1_M_11136_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.03,9,0.27,7,0.21,16,0.48,33
105_AR_F_USA_NA_NA_10619_NAU.txt.pipe,Jobs,5_A,_NA_,8,0.21,8,0.21,9,0.24,13,0.34,38
106i_AR_F_CHN_1_F_10034_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.22,7,0.26,3,0.11,11,0.41,27
106i_AR_1_HKG_3_F_11003_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,2,0.14,6,0.43,6,0.43,14
105_AR_F_USA_NA_NA_10734_NAU.txt.pipe,Jobs,5_A,_NA_,12,0.15,24,0.31,11,0.14,31,0.4,78
106i_AR_1_TWN_1_M_10062_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.06,13,0.37,12,0.34,8,0.23,35
106i_AR_1_CHN_1_F_10875_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.05,6,0.27,4,0.18,11,0.5,22
106i_AR_F_CHN_3_M_11142_PRD.txt.pipe,Jobs,6i_,_M_1,18,0.31,17,0.29,9,0.16,14,0.24,58
106i_AR_1_CHN_1_M_10297_PRD.txt.pipe,Jobs,6i_,_M_1,0,0,0,0,0,0,0,0,0
106i_AR_F_CHN_1_M_10116_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.1,11,0.28,5,0.13,19,0.49,39
106i_AR_1_CHN_1_M_10864_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.13,19,0.37,13,0.25,13,0.25,52
106i_AR_F_CHN_1_M_10107_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.07,5,0.17,8,0.27,15,0.5,30
105_AR_F_NAN_NA_NA_10595_NAU.txt.pipe,Jobs,5_A,_NA_,19,0.19,39,0.38,5,0.05,39,0.38,102
106i_AR_F_CHN_1_F_10224_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.05,14,0.34,6,0.15,19,0.46,41
106i_AR_F_SAU_1_F_11120_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.15,10,0.3,7,0.21,11,0.33,33
106i_AR_F_CHN_1_M_10152_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.19,3,0.14,8,0.38,6,0.29,21
106i_AR_1_CHN_1_F_10085_PRD.txt.pipe,Jobs,6i_,_F_1,0,0,0,0,0,0,0,0,0
105_AR_F_NAN_NA_NA_10576_NAU.txt.pipe,Jobs,5_A,_NA_,3,0.09,10,0.29,9,0.26,12,0.35,34
106i_AR_F_CHN_1_M_11146_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.12,19,0.34,10,0.18,20,0.36,56
106i_AR_F_KOR_1_M_10635_PRD.txt.pipe,Jobs,6i_,_M_1,13,0.15,49,0.56,10,0.11,15,0.17,87
106i_AR_1_CHN_1_M_10059_PRD.txt.pipe,Jobs,6i_,_M_1,12,0.35,9,0.26,4,0.12,9,0.26,34
106i_AR_1_CHN_1_M_10290_PRD.txt.pipe,Jobs,6i_,_M_1,14,0.27,17,0.33,2,0.04,19,0.37,52
106i_AR_F_CHN_1_F_10799_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.04,4,0.17,3,0.13,15,0.65,23
106i_AR_F_CHN_1_M_10282_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.21,7,0.29,8,0.33,4,0.17,24
106i_AR_F_ECU_1_M_10031_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.07,8,0.28,7,0.24,12,0.41,29
106i_AR_1_CHN_1_F_11165_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.2,3,0.15,4,0.2,9,0.45,20
106i_AR_1_CHN_1_F_10437_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.18,12,0.36,2,0.06,13,0.39,33
106i_AR_1_CHN_1_M_10532_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.11,7,0.16,9,0.2,23,0.52,44
106i_AR_1_TWN_1_M_10651_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.08,7,0.28,8,0.32,8,0.32,25
106i_AR_1_CHN_1_M_10308_PRD.txt.pipe,Jobs,6i_,_M_1,8,0.17,19,0.41,3,0.07,16,0.35,46
106i_AR_1_CHN_1_M_10114_PRD.txt.pipe,Jobs,6i_,_M_1,0,0.0,1,1.0,0,0.0,0,0.0,1
106i_AR_1_CHN_3_M_10356_PRD.txt.pipe,Jobs,6i_,_M_1,0,0.0,5,0.29,6,0.35,6,0.35,17
106i_AR_F_CHN_2_M_10744_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.13,4,0.13,4,0.13,18,0.6,30
106i_AR_1_CHN_1_M_10285_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.4,5,0.33,3,0.2,1,0.07,15
106i_AR_1_MYS_2_M_10382_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.09,9,0.27,5,0.15,16,0.48,33
106i_AR_F_MYS_2_M_10757_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.09,15,0.22,16,0.23,32,0.46,69
106i_AR_1_COL_1_F_10588_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.36,2,0.14,2,0.14,5,0.36,14
105_AR_F_USA_NA_NA_10684_NAU.txt.pipe,Jobs,5_A,_NA_,24,0.23,25,0.24,17,0.17,37,0.36,103
106i_AR_1_KOR_1_F_10037_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,3,0.38,2,0.25,3,0.38,8
106i_AR_1_CHN_2_F_10994_PRD.txt.pipe,Jobs,6i_,_F_1,10,0.26,14,0.36,1,0.03,14,0.36,39
105_AR_F_USA_NA_NA_10642_NAU.txt.pipe,Jobs,5_A,_NA_,6,0.17,4,0.11,8,0.23,17,0.49,35
106i_AR_1_MYS_2_F_10265_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.06,10,0.32,8,0.26,11,0.35,31
106i_AR_F_CHN_1_F_10161_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.15,13,0.33,9,0.23,11,0.28,39
106i_AR_F_CHN_1_M_10137_PRD.txt.pipe,Jobs,6i_,_M_1,8,0.16,14,0.29,13,0.27,14,0.29,49
106i_AR_F_CHN_2_F_10967_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.1,9,0.45,5,0.25,4,0.2,20
106i_AR_1_MYS_2_F_10264_PRD.txt.pipe,Jobs,6i_,_F_1,13,0.38,5,0.15,1,0.03,15,0.44,34
106i_AR_1_CHN_1_F_10784_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.09,14,0.33,7,0.16,18,0.42,43
106i_AR_F_MYS_2_F_10262_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.18,5,0.15,10,0.29,13,0.38,34
106i_AR_F_IND_1_M_10610_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.15,5,0.12,9,0.23,20,0.5,40
106i_AR_1_KOR_1_M_10636_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.05,9,0.47,6,0.32,3,0.16,19
106i_AR_1_KOR_1_M_10021_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.17,1,0.17,1,0.17,3,0.5,6
106i_AR_F_CHN_1_F_10668_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.18,4,0.14,6,0.21,13,0.46,28
106i_AR_F_MYS_2_M_10756_PRD.txt.pipe,Jobs,6i_,_M_1,8,0.2,9,0.22,9,0.22,15,0.37,41
106i_AR_F_CHN_1_M_11144_PRD.txt.pipe,Jobs,6i_,_M_1,0,0.0,6,0.25,6,0.25,12,0.5,24
106i_AR_F_CHN_1_F_10804_PRD.txt.pipe,Jobs,6i_,_F_1,11,0.46,2,0.08,2,0.08,9,0.38,24
106i_AR_F_RUS_1_F_10646_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.14,13,0.36,4,0.11,14,0.39,36
106i_AR_F_KOR_1_F_10005_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.08,6,0.46,2,0.15,4,0.31,13
105_AR_F_USA_NA_NA_10640_NAU.txt.pipe,Jobs,5_A,_NA_,12,0.16,31,0.41,11,0.15,21,0.28,75
105_AR_F_USA_NA_NA_10612_NAU.txt.pipe,Jobs,5_A,_NA_,5,0.12,9,0.21,8,0.19,21,0.49,43
106i_AR_F_COL_1_F_11118_PRD.txt.pipe,Jobs,6i_,_F_1,11,0.22,18,0.36,7,0.14,14,0.28,50
106i_AR_F_CHN_1_F_10018_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.17,8,0.27,5,0.17,12,0.4,30
106i_AR_F_CHN_1_F_10232_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.17,16,0.55,2,0.07,6,0.21,29
106i_AR_1_MLY_1_F_11151_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.18,3,0.18,1,0.06,10,0.59,17
106i_AR_F_CHN_2_F_10991_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.19,7,0.23,7,0.23,11,0.35,31
106i_AR_F_CHN_1_F_10922_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.12,4,0.17,9,0.38,8,0.33,24
106i_AR_1_KOR_1_M_10640_PRD.txt.pipe,Jobs,6i_,_M_1,9,0.19,8,0.17,12,0.25,19,0.4,48
106i_AR_1_CHN_2_F_10987_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.07,2,0.13,4,0.27,8,0.53,15
106i_AR_1_IND_1_M_10604_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.2,7,0.23,6,0.2,11,0.37,30
106i_AR_F_CHN_1_M_10309_PRD.txt.pipe,Jobs,6i_,_M_1,15,0.52,4,0.14,1,0.03,9,0.31,29
105_AR_F_USA_NA_NA_10746_NAU.txt.pipe,Jobs,5_A,_NA_,7,0.19,6,0.16,9,0.24,15,0.41,37
105_AR_F_USA_NA_NA_10660_NAU.txt.pipe,Jobs,5_A,_NA_,25,0.37,12,0.18,10,0.15,21,0.31,68
106i_AR_1_CHN_2_M_10996_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.33,2,0.17,0,0.0,6,0.5,12
106i_AR_1_CHN_1_M_11146_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.13,10,0.19,11,0.2,26,0.48,54
106i_AR_1_CHN_1_F_10787_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.15,2,0.08,9,0.35,11,0.42,26
106i_AR_F_CHN_1_F_10227_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.09,5,0.22,8,0.35,8,0.35,23
106i_AR_1_IND_1_M_10369_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.2,5,0.25,6,0.3,5,0.25,20
106i_AR_F_CHN_1_F_10181_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.19,3,0.14,8,0.38,6,0.29,21
106i_AR_F_CHN_1_M_10690_PRD.txt.pipe,Jobs,6i_,_M_1,8,0.2,8,0.2,4,0.1,21,0.51,41
106i_AR_1_KOR_1_M_10078_PRD.txt.pipe,Jobs,6i_,_M_1,0,0,0,0,0,0,0,0,0
105_AR_F_USA_NA_NA_10677_NAU.txt.pipe,Jobs,5_A,_NA_,5,0.1,18,0.37,13,0.27,13,0.27,49
106i_AR_1_CHN_1_F_10147_PRD.txt.pipe,Jobs,6i_,_F_1,7,0.33,5,0.24,4,0.19,5,0.24,21
106i_AR_1_CHN_1_M_10329_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.07,16,0.57,5,0.18,5,0.18,28
106i_AR_F_CHN_1_F_10490_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.18,2,0.18,5,0.45,2,0.18,11
106i_AR_F_CHN_1_M_10467_PRD.txt.pipe,Jobs,6i_,_M_1,11,0.21,15,0.29,6,0.12,20,0.38,52
106i_AR_1_CHN_1_F_10922_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.14,2,0.09,9,0.41,8,0.36,22
106i_AR_1_MYS_1_F_10404_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.11,1,0.05,8,0.42,8,0.42,19
106i_AR_F_IND_1_F_10259_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.29,6,0.29,4,0.19,5,0.24,21
106i_AR_F_IND_1_M_10609_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.17,8,0.27,12,0.4,5,0.17,30
105_AR_F_NAN_NA_NA_10538_NAU.txt.pipe,Jobs,5_A,_NA_,8,0.21,8,0.21,2,0.05,21,0.54,39
106i_AR_F_CHN_1_F_10213_PRD.txt.pipe,Jobs,6i_,_F_1,12,0.29,7,0.17,9,0.22,13,0.32,41
106i_AR_F_CHN_3_M_11117_PRD.txt.pipe,Jobs,6i_,_M_1,12,0.2,22,0.37,10,0.17,16,0.27,60
106i_AR_1_KOR_1_M_11083_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.29,3,0.14,6,0.29,6,0.29,21
106i_AR_F_CHN_1_M_11139_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.18,7,0.21,6,0.18,15,0.44,34
106i_AR_1_CHN_1_F_10192_PRD.txt.pipe,Jobs,6i_,_F_1,8,0.36,4,0.18,2,0.09,8,0.36,22
106i_AR_1_CHN_1_F_10041_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,6,0.55,1,0.09,4,0.36,11
106i_AR_F_CHN_1_F_10191_PRD.txt.pipe,Jobs,6i_,_F_1,8,0.28,9,0.31,3,0.1,9,0.31,29
106i_AR_F_CHN_1_F_10058_PRD.txt.pipe,Jobs,6i_,_F_1,9,0.38,1,0.04,2,0.08,12,0.5,24
106i_AR_F_CHN_2_M_10739_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.14,3,0.14,7,0.33,8,0.38,21
106i_AR_1_KOR_1_F_10080_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.4,3,0.6,0,0.0,0,0.0,5
106i_AR_F_KOR_2_M_10005_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.15,4,0.31,1,0.08,6,0.46,13
106i_AR_F_CHN_1_F_10157_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.12,4,0.15,11,0.42,8,0.31,26
106i_AR_1_CHN_1_M_10134_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.13,12,0.39,4,0.13,11,0.35,31
106i_AR_1_CHN_1_M_10127_PRD.txt.pipe,Jobs,6i_,_M_1,10,0.22,18,0.4,5,0.11,12,0.27,45
106i_AR_F_CHN_1_F_10042_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.12,8,0.24,8,0.24,14,0.41,34
106i_AR_1_CHN_2_F_10070_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.11,9,0.32,7,0.25,9,0.32,28
106i_AR_1_CHN_1_F_10228_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.18,12,0.36,6,0.18,9,0.27,33
106i_AR_F_CHN_1_F_10226_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.12,7,0.28,8,0.32,7,0.28,25
106i_AR_F_CHN_1_F_10210_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.15,4,0.2,4,0.2,9,0.45,20
106i_AR_1_CHN_1_M_10169_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.12,7,0.28,4,0.16,11,0.44,25
106i_AR_1_KOR_1_F_11082_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.13,10,0.33,4,0.13,12,0.4,30
106i_AR_1_KOR_1_M_10154_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.1,6,0.29,4,0.19,9,0.43,21
106i_AR_1_CHN_1_M_10319_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.22,4,0.44,1,0.11,2,0.22,9
106i_AR_1_IND_1_F_11017_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.22,2,0.22,1,0.11,4,0.44,9
106i_AR_F_CHN_1_M_10030_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.08,8,0.32,4,0.16,11,0.44,25
105_AR_F_NAN_NA_NA_10569_NAU.txt.pipe,Jobs,5_A,_NA_,4,0.12,9,0.28,12,0.38,7,0.22,32
106i_AR_1_CHN_1_M_10690_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.17,7,0.17,4,0.1,22,0.55,40
105_AR_F_USA_NA_NA_10626_NAU.txt.pipe,Jobs,5_A,_NA_,11,0.15,22,0.31,7,0.1,31,0.44,71
106i_AR_F_CHN_1_F_10051_PRD.txt.pipe,Jobs,6i_,_F_1,11,0.26,4,0.09,12,0.28,16,0.37,43
106i_AR_F_CHN_2_M_10963_PRD.txt.pipe,Jobs,6i_,_M_1,9,0.26,8,0.24,9,0.26,8,0.24,34
105_AR_F_NAN_NA_NA_10571_NAU.txt.pipe,Jobs,5_A,_NA_,24,0.27,18,0.2,11,0.12,37,0.41,90
106i_AR_F_CHN_1_M_10865_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.1,16,0.33,7,0.15,20,0.42,48
106i_AR_F_MYS_2_F_11056_PRD.txt.pipe,Jobs,6i_,_F_1,12,0.31,9,0.23,3,0.08,15,0.38,39
106i_AR_F_KOR_1_F_10630_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.35,4,0.24,1,0.06,6,0.35,17
105_AR_F_USA_NA_NA_10616_NAU.txt.pipe,Jobs,5_A,_NA_,13,0.25,6,0.12,10,0.2,22,0.43,51
106i_AR_F_CHN_1_F_10237_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.24,7,0.28,3,0.12,9,0.36,25
105_AR_F_NAN_NA_NA_10563_NAU.txt.pipe,Jobs,5_A,_NA_,5,0.09,30,0.53,4,0.07,18,0.32,57
106i_AR_1_COL_1_F_11118_PRD.txt.pipe,Jobs,6i_,_F_1,10,0.25,13,0.33,5,0.12,12,0.3,40
106i_AR_1_CHN_1_F_10780_PRD.txt.pipe,Jobs,6i_,_F_1,7,0.19,8,0.22,5,0.14,16,0.44,36
106i_AR_1_CHN_1_M_10525_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.08,19,0.32,19,0.32,16,0.27,59
106i_AR_F_CHN_1_M_10312_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.08,5,0.21,3,0.12,14,0.58,24
106i_AR_F_IND_1_M_11010_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.05,5,0.24,3,0.14,12,0.57,21
106i_AR_1_THA_1_M_11099_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.24,4,0.14,4,0.14,14,0.48,29
106i_AR_F_CHN_1_M_10327_PRD.txt.pipe,Jobs,6i_,_M_1,13,0.21,20,0.32,13,0.21,16,0.26,62
105_AR_F_NAN_NA_NA_10550_NAU.txt.pipe,Jobs,5_A,_NA_,9,0.07,33,0.26,34,0.27,49,0.39,125
106i_AR_F_IND_1_M_10611_PRD.txt.pipe,Jobs,6i_,_M_1,9,0.2,8,0.18,9,0.2,18,0.41,44
106i_AR_1_CHN_1_M_10704_PRD.txt.pipe,Jobs,6i_,_M_1,9,0.39,6,0.26,2,0.09,6,0.26,23
106i_AR_F_CHN_1_M_11116_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.03,12,0.31,13,0.33,13,0.33,39
106i_AR_1_CHN_1_F_10207_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.05,15,0.39,3,0.08,18,0.47,38
106i_AR_1_CHN_2_M_10963_PRD.txt.pipe,Jobs,6i_,_M_1,11,0.31,8,0.22,9,0.25,8,0.22,36
106i_AR_F_CHN_1_F_10705_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.15,16,0.4,3,0.07,15,0.38,40
106i_AR_F_IND_2_M_10375_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.15,7,0.27,6,0.23,9,0.35,26
106i_AR_F_IDN_1_M_10615_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.16,11,0.3,7,0.19,13,0.35,37
106i_AR_F_CHN_3_M_11131_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.11,9,0.24,8,0.21,17,0.45,38
106i_AR_F_BRA_1_F_10178_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.11,13,0.28,7,0.15,21,0.46,46
106i_AR_1_CHN_1_F_10916_PRD.txt.pipe,Jobs,6i_,_F_1,9,0.35,4,0.15,6,0.23,7,0.27,26
106i_AR_1_CHN_1_M_10467_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.15,12,0.29,7,0.17,16,0.39,41
106i_AR_1_CHN_4_F_10244_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.17,15,0.43,4,0.11,10,0.29,35
106i_AR_F_CHN_1_F_10780_PRD.txt.pipe,Jobs,6i_,_F_1,7,0.17,10,0.24,8,0.19,17,0.4,42
106i_AR_1_CHN_2_F_10988_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.12,3,0.19,4,0.25,7,0.44,16
106i_AR_F_VNM_1_F_10655_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.05,14,0.23,21,0.34,24,0.39,62
105_AR_F_NAN_NA_NA_10585_NAU.txt.pipe,Jobs,5_A,_NA_,7,0.07,28,0.27,14,0.14,53,0.52,102
106i_AR_F_CHN_1_M_11156_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.05,5,0.24,4,0.19,11,0.52,21
105_AR_F_USA_NA_NA_10763_NAU.txt.pipe,Jobs,5_A,_NA_,34,0.34,33,0.33,14,0.14,19,0.19,100
106i_AR_F_KOR_1_M_10639_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.11,11,0.25,16,0.36,12,0.27,44
106i_AR_F_CHN_1_M_10173_PRD.txt.pipe,Jobs,6i_,_M_1,11,0.3,14,0.38,3,0.08,9,0.24,37
106i_AR_F_CHN_1_F_10859_PRD.txt.pipe,Jobs,6i_,_F_1,8,0.17,16,0.35,9,0.2,13,0.28,46
106i_AR_F_CHN_1_F_10861_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.05,16,0.39,7,0.17,16,0.39,41
105_AR_F_NAN_NA_NA_10578_NAU.txt.pipe,Jobs,5_A,_NA_,16,0.19,36,0.42,8,0.09,26,0.3,86
106i_AR_1_CHN_1_F_10689_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.17,11,0.31,6,0.17,12,0.34,35
106i_AR_F_CHN_1_F_10877_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.05,11,0.29,3,0.08,22,0.58,38
106i_AR_1_CHN_1_F_10783_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.12,6,0.23,8,0.31,9,0.35,26
105_AR_F_USA_NA_NA_10652_NAU.txt.pipe,Jobs,5_A,_NA_,8,0.14,19,0.33,12,0.21,19,0.33,58
106i_AR_F_MYS_2_M_10379_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.25,6,0.21,9,0.32,6,0.21,28
106i_AR_F_CHN_1_M_10170_PRD.txt.pipe,Jobs,6i_,_M_1,11,0.28,6,0.15,3,0.08,19,0.49,39
106i_AR_1_CHN_1_M_10123_PRD.txt.pipe,Jobs,6i_,_M_1,8,0.29,7,0.25,3,0.11,10,0.36,28
106i_AR_F_MLY_3_M_10164_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.12,7,0.44,2,0.12,5,0.31,16
106i_AR_1_CHN_1_F_10052_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.25,0,0.0,2,0.5,1,0.25,4
106i_AR_F_CHN_1_M_10823_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.05,6,0.29,6,0.29,8,0.38,21
106i_AR_F_CHN_1_F_10003_PRD.txt.pipe,Jobs,6i_,_F_1,11,0.27,9,0.22,8,0.2,13,0.32,41
106i_AR_1_CHN_1_F_11119_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.19,3,0.09,8,0.25,15,0.47,32
106i_AR_F_CHN_1_M_10867_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.16,8,0.25,7,0.22,12,0.38,32
106i_AR_F_KOR_1_F_10138_PRD.txt.pipe,Jobs,6i_,_F_1,9,0.17,7,0.13,18,0.35,18,0.35,52
