file,Essay Type,Country,Level,Temporal N,Temporal %,Contingency N,Contingency %,Comparison N,Comparison %,Expansion N,Expansion %,total lines
106i_AR_F_CHN_1_M_10280_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.27,3,0.2,4,0.27,4,0.27,15
106i_AR_1_KOR_1_M_10388_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.14,9,0.26,11,0.31,10,0.29,35
106i_AR_1_CHN_1_M_10314_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.08,8,0.33,7,0.29,7,0.29,24
106i_AR_1_CHN_1_M_10072_PRD.txt.pipe,Jobs,6i_,_M_1,11,0.35,6,0.19,7,0.23,7,0.23,31
106i_AR_1_CHN_1_F_10168_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.12,6,0.25,3,0.12,12,0.5,24
106i_AR_F_CHN_1_M_10125_PRD.txt.pipe,Jobs,6i_,_M_1,11,0.34,5,0.16,6,0.19,10,0.31,32
105_AR_F_NAN_NA_NA_10600_NAU.txt.pipe,Jobs,5_A,_NA_,8,0.08,33,0.32,23,0.22,39,0.38,103
106i_AR_1_IND_3_M_10728_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.12,1,0.06,5,0.29,9,0.53,17
106i_AR_1_IND_1_F_11009_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.13,3,0.2,4,0.27,6,0.4,15
106i_AR_1_CHN_1_M_10676_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.05,7,0.35,6,0.3,6,0.3,20
106i_AR_F_CHN_1_M_10313_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.28,4,0.22,5,0.28,4,0.22,18
106i_AR_1_CHN_1_F_10227_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.15,1,0.08,6,0.46,4,0.31,13
106i_AR_F_CHN_1_F_10084_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.06,8,0.25,11,0.34,11,0.34,32
106i_AR_1_CHN_4_M_10357_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.21,2,0.14,3,0.21,6,0.43,14
106i_AR_1_CHN_1_M_10022_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.17,4,0.33,2,0.17,4,0.33,12
105_AR_F_NAN_NA_NA_10601_NAU.txt.pipe,Jobs,5_A,_NA_,13,0.19,11,0.16,11,0.16,33,0.49,68
106i_AR_F_IND_1_M_11125_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.14,5,0.23,4,0.18,10,0.45,22
106i_AR_1_CHN_2_M_10739_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.14,5,0.23,7,0.32,7,0.32,22
106i_AR_F_KOR_1_M_11152_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.19,3,0.19,8,0.5,2,0.12,16
106i_AR_F_CHN_1_M_10486_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.12,2,0.12,7,0.41,6,0.35,17
106i_AR_1_CHN_1_F_10149_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.38,2,0.12,2,0.12,6,0.38,16
106i_AR_F_CHN_1_M_10308_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.13,21,0.4,5,0.1,19,0.37,52
106i_AR_F_MYS_2_M_10384_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.27,7,0.27,5,0.19,7,0.27,26
106i_AR_F_CHN_1_M_10272_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.33,7,0.39,2,0.11,3,0.17,18
106i_AR_1_MYS_2_M_10757_PRD.txt.pipe,Jobs,6i_,_M_1,0,0.0,4,0.44,1,0.11,4,0.44,9
106i_AR_1_CHN_1_F_10826_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.15,8,0.4,4,0.2,5,0.25,20
106i_AR_1_CHN_1_M_10438_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.17,9,0.39,4,0.17,6,0.26,23
106i_AR_F_KOR_1_M_10386_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.19,7,0.19,9,0.25,13,0.36,36
106i_AR_1_TUR_1_M_10396_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.27,3,0.14,9,0.41,4,0.18,22
105_AR_F_NAN_NA_NA_10554_NAU.txt.pipe,Jobs,5_A,_NA_,5,0.11,15,0.34,5,0.11,19,0.43,44
106i_AR_F_MYS_2_F_10261_PRD.txt.pipe,Jobs,6i_,_F_1,9,0.29,5,0.16,9,0.29,8,0.26,31
106i_AR_F_CHN_3_M_10355_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.15,1,0.08,4,0.31,6,0.46,13
106i_AR_F_CHN_1_F_10782_PRD.txt.pipe,Jobs,6i_,_F_1,8,0.22,13,0.36,3,0.08,12,0.33,36
105_AR_F_USA_NA_NA_10732_NAU.txt.pipe,Jobs,5_A,_NA_,0,0,0,0,0,0,0,0,0
105_AR_F_NAN_NA_NA_10555_NAU.txt.pipe,Jobs,5_A,_NA_,16,0.2,18,0.22,19,0.23,29,0.35,82
106i_AR_1_CHN_2_F_10251_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.14,5,0.23,7,0.32,7,0.32,22
106i_AR_1_CHN_1_F_10004_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.04,3,0.13,6,0.26,13,0.57,23
106i_AR_F_CHN_1_F_10025_PRD.txt.pipe,Jobs,6i_,_F_1,13,0.32,6,0.15,4,0.1,18,0.44,41
106i_AR_F_CHN_1_M_10470_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.15,5,0.25,6,0.3,6,0.3,20
106i_AR_F_CHN_1_F_10026_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.14,14,0.4,6,0.17,10,0.29,35
106i_AR_F_CHN_1_F_10056_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.3,0,0.0,3,0.3,4,0.4,10
106i_AR_F_CHN_1_F_10182_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.25,5,0.21,3,0.12,10,0.42,24
106i_AR_F_CHN_1_M_10704_PRD.txt.pipe,Jobs,6i_,_M_1,15,0.26,18,0.32,14,0.25,10,0.18,57
106i_AR_F_CHN_1_F_10832_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.08,10,0.42,5,0.21,7,0.29,24
106i_AR_F_CHN_1_M_10060_PRD.txt.pipe,Jobs,6i_,_M_1,8,0.36,4,0.18,3,0.14,7,0.32,22
106i_AR_F_CHN_1_F_10217_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.06,1,0.06,5,0.31,9,0.56,16
105_AR_F_USA_NA_NA_10752_NAU.txt.pipe,Jobs,5_A,_NA_,16,0.27,13,0.22,10,0.17,20,0.34,59
106i_AR_1_IND_1_M_10597_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.21,2,0.14,1,0.07,8,0.57,14
106i_AR_1_HKG_1_M_11002_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.21,3,0.16,4,0.21,8,0.42,19
106i_AR_F_CHN_1_F_10085_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.18,10,0.45,4,0.18,4,0.18,22
106i_AR_F_IND_1_M_10141_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.15,9,0.23,2,0.05,23,0.57,40
106i_AR_1_CHN_1_F_10118_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.04,6,0.25,5,0.21,12,0.5,24
106i_AR_1_CHN_2_M_10363_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.18,4,0.11,10,0.26,17,0.45,38
105_AR_F_USA_NA_NA_10622_NAU.txt.pipe,Jobs,5_A,_NA_,9,0.17,13,0.25,12,0.23,18,0.35,52
106i_AR_1_CHN_1_F_10499_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.33,5,0.28,2,0.11,5,0.28,18
106i_AR_F_CHN_1_M_10493_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.14,6,0.29,2,0.1,10,0.48,21
106i_AR_F_IND_1_M_10108_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.17,7,0.24,7,0.24,10,0.34,29
105_AR_F_USA_NA_NA_10668_NAU.txt.pipe,Jobs,5_A,_NA_,9,0.17,14,0.26,13,0.25,17,0.32,53
106i_AR_F_IND_1_M_11115_PRD.txt.pipe,Jobs,6i_,_M_1,10,0.36,2,0.07,7,0.25,9,0.32,28
106i_AR_F_CHN_1_F_11165_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.1,11,0.23,14,0.29,18,0.38,48
106i_AR_F_CHN_2_F_10988_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.06,2,0.12,4,0.25,9,0.56,16
105_AR_F_NAN_NA_NA_10604_NAU.txt.pipe,Jobs,5_A,_NA_,7,0.16,12,0.27,14,0.32,11,0.25,44
106i_AR_F_CHN_1_M_10929_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.1,10,0.5,3,0.15,5,0.25,20
106i_AR_1_CHN_1_F_10043_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.26,5,0.26,5,0.26,4,0.21,19
106i_AR_F_CHN_1_M_10144_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.05,7,0.19,7,0.19,21,0.57,37
106i_AR_1_CHN_2_M_10981_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.14,11,0.31,5,0.14,15,0.42,36
106i_AR_F_CHN_1_M_10466_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.17,4,0.17,3,0.12,13,0.54,24
106i_AR_F_CHN_2_M_10981_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.14,12,0.34,3,0.09,15,0.43,35
106i_AR_1_MYS_1_F_10710_PRD.txt.pipe,Jobs,6i_,_F_1,11,0.38,3,0.1,5,0.17,10,0.34,29
106i_AR_F_CHN_1_F_10502_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.16,9,0.28,10,0.31,8,0.25,32
106i_AR_F_IND_1_F_11162_PRD.txt.pipe,Jobs,6i_,_F_1,9,0.16,10,0.18,17,0.3,20,0.36,56
105_AR_F_USA_NA_NA_10638_NAU.txt.pipe,Jobs,5_A,_NA_,4,0.12,12,0.36,9,0.27,8,0.24,33
106i_AR_F_CHN_1_F_10897_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.21,6,0.21,6,0.21,11,0.38,29
106i_AR_1_CHN_3_M_10955_PRD.txt.pipe,Jobs,6i_,_M_1,0,0.0,4,0.33,3,0.25,5,0.42,12
106i_AR_1_CHN_1_F_10232_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.17,16,0.53,3,0.1,6,0.2,30
106i_AR_1_CHN_1_M_10894_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.16,14,0.33,9,0.21,13,0.3,43
106i_AR_1_CHN_1_F_10048_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,1,1.0,0,0.0,0,0.0,1
105_AR_F_NAN_NA_NA_10533_NAU.txt.pipe,Jobs,5_A,_NA_,1,0.03,13,0.33,7,0.17,19,0.47,40
106i_AR_F_CHN_1_M_10022_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.19,12,0.38,6,0.19,8,0.25,32
106i_AR_F_CHN_1_F_10841_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.14,7,0.33,7,0.33,4,0.19,21
106i_AR_1_CHN_1_M_10779_PRD.txt.pipe,Jobs,6i_,_M_1,9,0.28,11,0.34,3,0.09,9,0.28,32
105_AR_F_NAN_NA_NA_10527_NAU.txt.pipe,Jobs,5_A,_NA_,9,0.15,20,0.33,11,0.18,20,0.33,60
106i_AR_1_TWN_1_M_10392_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.24,4,0.24,4,0.24,5,0.29,17
105_AR_F_USA_NA_NA_10729_NAU.txt.pipe,Jobs,5_A,_NA_,13,0.19,24,0.34,14,0.2,19,0.27,70
106i_AR_1_CHN_1_F_10534_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.23,7,0.27,1,0.04,12,0.46,26
106i_AR_F_NA_1_M_11154_PRD.txt.pipe,Jobs,6i_,M_11,2,0.1,7,0.33,4,0.19,8,0.38,21
106i_AR_F_CHN_1_F_11129_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.26,5,0.26,1,0.05,8,0.42,19
106i_AR_F_CHN_1_M_10479_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.19,5,0.31,4,0.25,4,0.25,16
106i_AR_F_KOR_1_M_10124_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.29,7,0.29,4,0.17,6,0.25,24
106i_AR_F_KOR_1_M_10405_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.07,17,0.57,4,0.13,7,0.23,30
106i_AR_F_CHN_1_M_10497_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.13,16,0.34,7,0.15,18,0.38,47
106i_AR_F_CHN_1_F_10160_PRD.txt.pipe,Jobs,6i_,_F_1,12,0.29,12,0.29,5,0.12,13,0.31,42
106i_AR_F_CHN_1_M_10119_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.19,2,0.12,2,0.12,9,0.56,16
106i_AR_F_IND_1_F_10254_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.19,4,0.15,7,0.26,11,0.41,27
105_AR_F_NAN_NA_NA_10544_NAU.txt.pipe,Jobs,5_A,_NA_,0,0,0,0,0,0,0,0,0
106i_AR_F_CHN_1_F_10147_PRD.txt.pipe,Jobs,6i_,_F_1,10,0.31,4,0.12,8,0.25,10,0.31,32
106i_AR_F_CHN_1_F_10868_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.1,14,0.27,17,0.33,15,0.29,51
106i_AR_1_CHN_1_M_10848_PRD.txt.pipe,Jobs,6i_,_M_1,13,0.38,12,0.35,4,0.12,5,0.15,34
106i_AR_F_COL_1_F_10588_PRD.txt.pipe,Jobs,6i_,_F_1,9,0.35,2,0.08,6,0.23,9,0.35,26
105_AR_F_USA_NA_NA_10686_NAU.txt.pipe,Jobs,5_A,_NA_,14,0.34,1,0.02,8,0.2,18,0.44,41
106i_AR_1_MEX_4_M_10020_PRD.txt.pipe,Jobs,6i_,_M_1,0,0.0,1,0.2,1,0.2,3,0.6,5
105_AR_F_USA_NA_NA_10651_NAU.txt.pipe,Jobs,5_A,_NA_,8,0.23,15,0.43,3,0.09,9,0.26,35
106i_AR_F_KOR_1_M_11069_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.1,11,0.35,6,0.19,11,0.35,31
106i_AR_F_CHN_1_F_10806_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.19,3,0.11,10,0.37,9,0.33,27
105_AR_F_NAN_NA_NA_10588_NAU.txt.pipe,Jobs,5_A,_NA_,6,0.1,17,0.28,13,0.22,24,0.4,60
106i_AR_1_CHN_1_M_10847_PRD.txt.pipe,Jobs,6i_,_M_1,9,0.27,11,0.33,4,0.12,9,0.27,33
105_AR_F_USA_NA_NA_10648_NAU.txt.pipe,Jobs,5_A,_NA_,14,0.23,17,0.28,12,0.2,17,0.28,60
106i_AR_1_KOR_1_M_10405_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.06,19,0.54,4,0.11,10,0.29,35
106i_AR_F_CHN_1_M_10109_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.02,8,0.18,6,0.13,30,0.67,45
106i_AR_F_IND_1_F_11143_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.1,8,0.4,3,0.15,7,0.35,20
106i_AR_1_CHN_1_M_10528_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.1,11,0.28,10,0.25,15,0.38,40
106i_AR_F_CHN_1_F_10495_PRD.txt.pipe,Jobs,6i_,_F_1,9,0.22,4,0.1,15,0.37,13,0.32,41
105_AR_F_USA_NA_NA_10674_NAU.txt.pipe,Jobs,5_A,_NA_,7,0.19,5,0.14,9,0.25,15,0.42,36
106i_AR_F_CHN_1_M_10803_PRD.txt.pipe,Jobs,6i_,_M_1,10,0.22,6,0.13,12,0.27,17,0.38,45
106i_AR_F_IND_1_M_10398_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.05,2,0.09,6,0.27,13,0.59,22
106i_AR_1_CHN_1_M_10521_PRD.txt.pipe,Jobs,6i_,_M_1,13,0.24,9,0.17,9,0.17,23,0.43,54
106i_AR_F_CHN_1_M_10531_PRD.txt.pipe,Jobs,6i_,_M_1,10,0.27,9,0.24,8,0.22,10,0.27,37
106i_AR_1_CHN_1_F_10435_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.09,1,0.05,6,0.27,13,0.59,22
106i_AR_1_CHN_1_M_10313_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.24,6,0.29,7,0.33,3,0.14,21
106i_AR_1_CHN_2_M_10997_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.33,3,0.14,0,0.0,11,0.52,21
106i_AR_F_IND_1_M_10368_PRD.txt.pipe,Jobs,6i_,_M_1,0,0.0,6,0.35,4,0.24,7,0.41,17
105_AR_F_NAN_NA_NA_10552_NAU.txt.pipe,Jobs,5_A,_NA_,18,0.17,28,0.26,13,0.12,49,0.45,108
105_AR_F_NAN_NA_NA_10539_NAU.txt.pipe,Jobs,5_A,_NA_,15,0.15,23,0.23,9,0.09,51,0.52,98
106i_AR_1_CHN_1_F_10824_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.13,16,0.35,11,0.24,13,0.28,46
106i_AR_1_CHN_1_M_10151_PRD.txt.pipe,Jobs,6i_,_M_1,8,0.47,3,0.18,2,0.12,4,0.24,17
106i_AR_1_IND_1_M_11018_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.05,10,0.45,4,0.18,7,0.32,22
106i_AR_1_CHN_1_F_10839_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.17,7,0.23,6,0.2,12,0.4,30
106i_AR_F_KOR_1_F_10104_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,3,0.6,1,0.2,1,0.2,5
105_AR_F_USA_NA_NA_10624_NAU.txt.pipe,Jobs,5_A,_NA_,0,0.0,3,0.38,0,0.0,5,0.62,8
106i_AR_F_MYS_2_M_10382_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.03,11,0.31,6,0.17,17,0.49,35
106i_AR_1_CHN_1_M_10125_PRD.txt.pipe,Jobs,6i_,_M_1,8,0.28,6,0.21,5,0.17,10,0.34,29
105_AR_F_USA_NA_NA_10662_NAU.txt.pipe,Jobs,5_A,_NA_,11,0.5,2,0.09,4,0.18,5,0.23,22
106i_AR_F_CHN_1_F_10681_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.11,10,0.37,9,0.33,5,0.19,27
106i_AR_1_CHN_1_F_10501_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.17,6,0.17,4,0.11,19,0.54,35
106i_AR_F_KOR_1_M_11068_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.09,21,0.38,13,0.23,17,0.3,56
106i_AR_F_CHN_1_M_10848_PRD.txt.pipe,Jobs,6i_,_M_1,22,0.55,6,0.15,5,0.12,7,0.17,40
106i_AR_F_CHN_2_M_10359_PRD.txt.pipe,Jobs,6i_,_M_1,9,0.3,3,0.1,11,0.37,7,0.23,30
106i_AR_1_CHN_1_F_10112_PRD.txt.pipe,Jobs,6i_,_F_1,7,0.21,8,0.24,2,0.06,16,0.48,33
106i_AR_1_KOR_2_F_11085_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,5,0.33,6,0.4,4,0.27,15
106i_AR_1_CHN_1_M_10470_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.17,5,0.21,7,0.29,8,0.33,24
106i_AR_1_CHN_1_M_10915_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.12,3,0.12,7,0.29,11,0.46,24
106i_AR_F_CHN_1_M_10072_PRD.txt.pipe,Jobs,6i_,_M_1,9,0.23,9,0.23,11,0.28,11,0.28,40
106i_AR_1_CHN_1_M_10272_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.29,9,0.53,1,0.06,2,0.12,17
106i_AR_1_CHN_1_F_10798_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.23,4,0.18,7,0.32,6,0.27,22
106i_AR_1_MYS_2_M_10756_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.19,8,0.26,6,0.19,11,0.35,31
106i_AR_F_KOR_1_M_10714_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.12,9,0.36,6,0.24,7,0.28,25
106i_AR_F_CHN_1_F_10701_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.16,13,0.41,9,0.28,5,0.16,32
106i_AR_F_CHN_2_M_10362_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.33,0,0.0,5,0.24,9,0.43,21
106i_AR_F_CHN_2_M_10358_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.12,10,0.38,4,0.15,9,0.35,26
106i_AR_F_NA_2_M_11113_PRD.txt.pipe,Jobs,6i_,M_11,3,0.12,9,0.35,5,0.19,9,0.35,26
106i_AR_F_CHN_1_M_10526_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.13,20,0.36,13,0.24,15,0.27,55
105_AR_F_USA_NA_NA_10788_NAU.txt.pipe,Jobs,5_A,_NA_,18,0.26,11,0.16,18,0.26,23,0.33,70
106i_AR_F_CHN_1_M_10046_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.12,9,0.26,11,0.32,10,0.29,34
106i_AR_F_KOR_2_M_10759_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.04,11,0.46,2,0.08,10,0.42,24
106i_AR_F_CHN_1_M_10581_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.17,6,0.2,10,0.33,9,0.3,30
105_AR_F_USA_NA_NA_10645_NAU.txt.pipe,Jobs,5_A,_NA_,17,0.33,5,0.1,11,0.22,18,0.35,51
106i_AR_F_CHN_1_F_10878_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.16,9,0.28,7,0.22,11,0.34,32
106i_AR_1_CHN_1_M_10107_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.06,5,0.15,8,0.24,18,0.55,33
106i_AR_1_CHN_1_M_10867_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.14,6,0.21,7,0.24,12,0.41,29
106i_AR_1_CHN_1_M_10316_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.32,3,0.16,2,0.11,8,0.42,19
106i_AR_1_CHN_1_F_10063_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.05,4,0.19,5,0.24,11,0.52,21
106i_AR_F_CHN_1_M_10339_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.19,5,0.31,4,0.25,4,0.25,16
106i_AR_1_CHN_1_M_10506_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.13,1,0.07,5,0.33,7,0.47,15
106i_AR_F_CHN_1_F_10195_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.24,5,0.24,7,0.33,4,0.19,21
106i_AR_F_CHN_1_M_10807_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.14,8,0.23,10,0.29,12,0.34,35
106i_AR_F_MYS_2_M_10381_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.15,2,0.08,5,0.19,15,0.58,26
106i_AR_1_CHN_1_M_10336_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.07,14,0.52,8,0.3,3,0.11,27
105_AR_F_USA_NA_NA_10633_NAU.txt.pipe,Jobs,5_A,_NA_,23,0.28,12,0.14,14,0.17,34,0.41,83
105_AR_F_USA_NA_NA_10738_NAU.txt.pipe,Jobs,5_A,_NA_,7,0.35,4,0.2,7,0.35,2,0.1,20
106i_AR_F_CHN_1_F_10168_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.19,5,0.16,5,0.16,16,0.5,32
106i_AR_F_CHN_1_M_10071_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.12,8,0.24,8,0.24,13,0.39,33
106i_AR_1_CHN_1_F_10868_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.17,0,0.0,2,0.33,3,0.5,6
106i_AR_1_CHN_1_M_10144_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.1,2,0.06,5,0.16,21,0.68,31
106i_AR_1_CHN_1_F_10205_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.14,8,0.28,4,0.14,13,0.45,29
106i_AR_F_TWN_1_M_10715_PRD.txt.pipe,Jobs,6i_,_M_1,8,0.28,10,0.34,7,0.24,4,0.14,29
106i_AR_F_IND_1_M_10372_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.04,5,0.22,8,0.35,9,0.39,23
105_AR_F_USA_NA_NA_10644_NAU.txt.pipe,Jobs,5_A,_NA_,18,0.25,10,0.14,11,0.15,34,0.47,73
106i_AR_1_CHN_1_M_10109_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.03,4,0.12,3,0.09,24,0.75,32
106i_AR_F_CHN_2_M_10743_PRD.txt.pipe,Jobs,6i_,_M_1,9,0.24,9,0.24,12,0.32,8,0.21,38
106i_AR_F_CHN_1_F_10809_PRD.txt.pipe,Jobs,6i_,_F_1,7,0.2,10,0.29,10,0.29,8,0.23,35
105_AR_F_USA_NA_NA_10618_NAU.txt.pipe,Jobs,5_A,_NA_,8,0.16,9,0.18,15,0.31,17,0.35,49
105_AR_F_NAN_NA_NA_10540_NAU.txt.pipe,Jobs,5_A,_NA_,3,0.12,5,0.21,2,0.08,14,0.58,24
106i_AR_F_CHN_1_F_10222_PRD.txt.pipe,Jobs,6i_,_F_1,9,0.26,7,0.2,6,0.17,13,0.37,35
106i_AR_F_CHN_1_M_10532_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.08,9,0.19,7,0.15,28,0.58,48
106i_AR_1_KOR_1_F_10630_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.25,6,0.25,3,0.12,9,0.38,24
106i_AR_F_IND_2_F_11043_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,2,0.07,15,0.54,11,0.39,28
106i_AR_F_CHN_1_F_10194_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.13,11,0.28,8,0.21,15,0.38,39
105_AR_F_USA_NA_NA_10628_NAU.txt.pipe,Jobs,5_A,_NA_,18,0.31,20,0.34,14,0.24,6,0.1,58
106i_AR_1_MLY_1_F_10115_PRD.txt.pipe,Jobs,6i_,_F_1,19,0.4,15,0.31,2,0.04,12,0.25,48
106i_AR_F_BRZ_1_F_10172_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.07,13,0.3,6,0.14,21,0.49,43
106i_AR_1_CHN_1_F_10158_PRD.txt.pipe,Jobs,6i_,_F_1,13,0.45,5,0.17,4,0.14,7,0.24,29
106i_AR_1_MYS_1_F_10260_PRD.txt.pipe,Jobs,6i_,_F_1,8,0.2,11,0.28,8,0.2,13,0.33,40
106i_AR_F_CHN_1_M_10311_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.25,3,0.12,3,0.12,12,0.5,24
106i_AR_F_CHN_1_F_10083_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.06,8,0.24,5,0.15,18,0.55,33
106i_AR_1_CHN_1_M_10523_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.14,12,0.28,6,0.14,19,0.44,43
106i_AR_1_CHN_1_M_10860_PRD.txt.pipe,Jobs,6i_,_M_1,0,0.0,10,0.29,13,0.37,12,0.34,35
106i_AR_1_CHN_1_M_10137_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.14,8,0.23,12,0.34,10,0.29,35
106i_AR_1_CHN_1_M_10683_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.1,4,0.19,5,0.24,10,0.48,21
106i_AR_F_CHN_4_F_10406_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.3,2,0.1,6,0.3,6,0.3,20
